CNAE;descricao;categoria;Justificativa com Base Lei 4186.2007;inscricao;ZONA_CORREDOR
;;;;3902300;2Ax
;;;;3902400;2Ax
;;;;3902500;2Ax
;;;;3902800;3A2
;;;;3902900;3A2
;;;;3903000;3A2
;;;;3903200;4C2
;;;;3903900;2A2
;;;;3904000;2A2
;;;;3904100;corredor_2
;;;;3904200;1Ax
;;;;3904300;3B2
;;;;3904400;3B2
;;;;3904500;3B2
;;;;3904600;3B2
;;;;3904700;3B2
;;;;3904800;3B2
;;;;3904900;3B2
;;;;3905000;3B2
;;;;3905100;3B2
;;;;3905200;3B2
;;;;3905300;3B2
;;;;3905400;3B2
;;;;3905500;3B2
;;;;3905600;3B2
;;;;3905700;3B2
;;;;3905800;3B2
;;;;3905900;3B2
;;;;3906000;3B2
;;;;3906100;3B2
;;;;3906200;3B2
;;;;3906300;3B2
;;;;3906400;3B2
;;;;3906500;3B2
;;;;3906600;3B2
;;;;3906700;3B2
;;;;3906800;3B2
;;;;3906900;3B2
;;;;3907000;3B2
;;;;3907100;3B2
;;;;3907200;3B2
;;;;3907300;3B2
;;;;3907400;3B2
;;;;3907500;3B2
;;;;3907600;3B2
;;;;3907700;3B2
;;;;3907800;3B2
;;;;3907900;3B2
;;;;3908000;3B2
;;;;3908100;3B2
;;;;3908200;3B2
;;;;3908300;3B2
;;;;3908400;3B2
;;;;3908500;3B2
;;;;3908600;3B2
;;;;3908700;3B2
;;;;3908800;3B2
;;;;3908900;3B2
;;;;3909400;2A2
;;;;3909500;2A2
;;;;3909600;4C2
;;;;3909700;4C2
;;;;3909800;2A2
;;;;3909900;2A2
;;;;3910000;2A2
;;;;3910100;2A2
;;;;3910200;2A2
;;;;3910300;2A2
;;;;3910400;2A2
;;;;3910500;2A2
;;;;3910600;2A2
;;;;3910700;2A2
;;;;3910800;2A2
;;;;3910900;2A2
;;;;3911000;2A2
;;;;3911100;2A2
;;;;3911200;2A2
;;;;3911300;2A2
;;;;3911400;2A2
;;;;3911500;2A2
;;;;3911600;2A2
;;;;3911700;2A2
;;;;3911800;2A2
;;;;3911900;2A2
;;;;3912000;2A2
;;;;3912100;2A2
;;;;3912200;2A2
;;;;3912300;2A2
;;;;3912400;2A2
;;;;3912500;2A2
;;;;3912600;2A2
;;;;3912700;2A2
;;;;3912800;2A2
;;;;3912900;2A2
;;;;3913000;2A2
;;;;3913100;2A2
;;;;3913200;2A2
;;;;3913300;2A2
;;;;3913400;2A2
;;;;3913500;2A2
;;;;3913600;2A2
;;;;3913700;2A2
;;;;3913800;2A2
;;;;3913900;2A2
;;;;3914000;2A2
;;;;3914100;2A2
;;;;3914200;2A2
;;;;3914300;2A2
;;;;3914400;2A2
;;;;3914500;2A2
;;;;3914600;2A2
;;;;3914700;2A2
;;;;3914800;2A2
;;;;3914900;2A2
;;;;3915000;2A2
;;;;3915100;2A2
;;;;3915200;2A2
;;;;3915300;2A2
;;;;3915400;2A2
;;;;3915500;2A2
;;;;3915600;2A2
;;;;3915700;2A2
;;;;3915800;2A2
;;;;3915900;2A2
;;;;3916000;2A2
;;;;3916100;2A2
;;;;3916200;2A2
;;;;3916300;2A2
;;;;3916400;2A2
;;;;3916500;2A2
;;;;3916600;2A2
;;;;3916700;2A2
;;;;3916800;2A2
;;;;3916900;2A2
;;;;3917000;2A2
;;;;3917100;2A2
;;;;3917200;2A2
;;;;3917300;2A2
;;;;3917400;2A2
;;;;3917500;2A2
;;;;3917600;2A2
;;;;3917700;2A2
;;;;3917800;2A2
;;;;3917900;2A2
;;;;3918000;2A2
;;;;3918100;2A2
;;;;3918200;2A2
;;;;3918300;2A2
;;;;3918400;2A2
;;;;3918500;2A2
;;;;3918600;2A2
;;;;3918700;2A2
;;;;3918800;2A2
;;;;3918900;2A2
;;;;3919000;2A2
;;;;3919100;2A2
;;;;3919200;2A2
;;;;3919300;2A2
;;;;3919400;2A2
;;;;3919500;2A2
;;;;3919600;2A2
;;;;3919700;2A2
;;;;3919800;corredor_3
;;;;3919900;corredor_1
;;;;3920000;corredor_1
;;;;3920100;2A2
;;;;3920200;2A2
;;;;3920300;2A2
;;;;3920400;2A2
;;;;3920500;2A2
;;;;3920600;2A2
;;;;3920700;2A2
;;;;3920800;corredor_2
;;;;3920900;corredor_2
;;;;3921000;corredor_2
;;;;3921100;2A2
;;;;3921200;2A2
;;;;3921300;2A2
;;;;3921400;2A2
;;;;3921500;2A2
;;;;3921700;4C2
;;;;3922000;4C2
;;;;3922100;4C2
;;;;3922200;4C2
;;;;3922300;4C2
;;;;3922400;4C2
;;;;3922500;4C2
;;;;3922600;4C2
;;;;3922700;4C2
;;;;3922800;corredor_2
;;;;3922900;2A2
;;;;3923000;2A2
;;;;3923100;2A2
;;;;3923200;2A2
;;;;3923300;2A2
;;;;3923400;2A2
;;;;3923500;2A2
;;;;3923600;2A2
;;;;3923700;2A2
;;;;3923800;2A2
;;;;3923900;2A2
;;;;3924000;2A2
;;;;3924100;2A2
;;;;3924200;2A2
;;;;3924300;2A2
;;;;3924400;2A2
;;;;3924500;2A2
;;;;3924600;2A2
;;;;3924700;2A2
;;;;3924800;2A2
;;;;3924900;2A2
;;;;3925000;2A2
;;;;3925100;2A2
;;;;3925200;2A2
;;;;3925300;2A2
;;;;3925400;2A2
;;;;3925500;2A2
;;;;3925600;2A2
;;;;3925700;2A2
;;;;3925800;2A2
;;;;3925900;2A2
;;;;3926000;2A2
;;;;3926100;2A2
;;;;3926200;2A2
;;;;3926300;2A2
;;;;3926400;2A2
;;;;3926500;2A2
;;;;3926600;2A2
;;;;3926700;2A2
;;;;3926800;2A2
;;;;3926900;2A2
;;;;3927000;2A2
;;;;3927100;2A2
;;;;3927200;2A2
;;;;3927300;2A2
;;;;3927400;2A2
;;;;3927500;2A2
;;;;3927600;2A2
;;;;3927700;2A2
;;;;3927800;2A2
;;;;3927900;2A2
;;;;3928000;2A2
;;;;3928100;2A2
;;;;3928200;2A2
;;;;3928300;2A2
;;;;3928400;2A2
;;;;3928500;2A2
;;;;3928600;2A2
;;;;3928700;2A2
;;;;3928800;2A2
;;;;3928900;2A2
;;;;3929000;2A2
;;;;3929100;2A2
;;;;3929200;2A2
;;;;3929300;2A2
;;;;3929400;2A2
;;;;3929500;2A2
;;;;3929600;2A2
;;;;3929700;2A2
;;;;3929800;2A2
;;;;3929900;2A2
;;;;3930000;2A2
;;;;3930100;2A2
;;;;3930200;2A2
;;;;3930300;2A2
;;;;3930400;2A2
;;;;3930500;2A2
;;;;3930600;2A2
;;;;3930700;2A2
;;;;3930800;2A2
;;;;3930900;2A2
;;;;3931000;2A2
;;;;3931100;2A2
;;;;3931200;2A2
;;;;3931300;2A2
;;;;3931400;2A2
;;;;3931500;2A2
;;;;3931600;2A2
;;;;3931700;2A2
;;;;3931800;2A2
;;;;3931900;2A2
;;;;3932000;2A2
;;;;3932100;2A2
;;;;3932200;2A2
;;;;3932300;2A2
;;;;3932400;2A2
;;;;3932500;2A2
;;;;3932600;2A2
;;;;3932700;2A2
;;;;3932800;2A2
;;;;3932900;2A2
;;;;3933000;2A2
;;;;3933100;2A2
;;;;3933200;2A2
;;;;3933300;2A2
;;;;3933400;2A2
;;;;3933500;2A2
;;;;3933600;2A2
;;;;3933700;2A2
;;;;3933800;2A2
;;;;3933900;2A2
;;;;3934000;2A2
;;;;3934100;2A2
;;;;3934200;2A2
;;;;3934300;2A2
;;;;3934400;2A2
;;;;3934500;2A2
;;;;3934600;2A2
;;;;3934700;2A2
;;;;3934800;2A2
;;;;3934900;2A2
;;;;3935000;2A2
;;;;3935100;2A2
;;;;3935200;2A2
;;;;3935300;2A2
;;;;3935400;2A2
;;;;3935500;2A2
;;;;3935600;2A2
;;;;3935700;2A2
;;;;3935800;2A2
;;;;3935900;2A2
;;;;3936000;2A2
;;;;3936100;2A2
;;;;3936200;2A2
;;;;3936300;2A2
;;;;3936400;2A2
;;;;3936500;2A2
;;;;3936600;2A2
;;;;3936700;2A2
;;;;3936800;2A2
;;;;3936900;2A2
;;;;3937000;2A2
;;;;3937100;2A2
;;;;3937200;2A2
;;;;3937300;2A2
;;;;3937400;2A2
;;;;3937500;2A2
;;;;3937600;2A2
;;;;3937700;2A2
;;;;3937800;2A2
;;;;3937900;2A2
;;;;3938000;2A2
;;;;3938100;2A2
;;;;3938200;2A2
;;;;3938300;2A2
;;;;3938400;2A2
;;;;3938500;2A2
;;;;3938600;2A2
;;;;3938700;2A2
;;;;3938800;2A2
;;;;3938900;2A2
;;;;3939000;2A2
;;;;3939100;2A2
;;;;3939200;2A2
;;;;3939300;2A2
;;;;3939400;2A2
;;;;3939500;2A2
;;;;3939600;2A2
;;;;3939700;2A2
;;;;3939800;2A2
;;;;3939900;2A2
;;;;3940000;2A2
;;;;3940100;2A2
;;;;3940200;2A2
;;;;3940300;2A2
;;;;3940400;2A2
;;;;3940500;2A2
;;;;3940600;2A2
;;;;3940700;2A2
;;;;3940800;2A2
;;;;3940900;2A2
;;;;3941000;2A2
;;;;3941100;2A2
;;;;3941200;2A2
;;;;3941300;2A2
;;;;3941400;2A2
;;;;3941500;2A2
;;;;3941600;2A2
;;;;3941700;2A2
;;;;3941800;2A2
;;;;3941900;2A2
;;;;3942000;2A2
;;;;3942100;2A2
;;;;3942200;2A2
;;;;3942300;2A2
;;;;3942400;2A2
;;;;3942500;2A2
;;;;3942600;2A2
;;;;3942700;2A2
;;;;3942800;2A2
;;;;3942900;2A2
;;;;3943000;2A2
;;;;3943100;2A2
;;;;3943200;2A2
;;;;3943300;2A2
;;;;3943400;2A2
;;;;3943500;2A2
;;;;3943600;2A2
;;;;3943700;2A2
;;;;3943800;2A2
;;;;3943900;2A2
;;;;3944000;2A2
;;;;3944100;2A2
;;;;3944200;2A2
;;;;3944300;2A2
;;;;3944400;2A2
;;;;3944500;2A2
;;;;3944600;2A2
;;;;3944700;2A2
;;;;3944800;2A2
;;;;3944900;2A2
;;;;3945000;2A2
;;;;3945100;2A2
;;;;3945200;2A2
;;;;3945300;2A2
;;;;3945400;2A2
;;;;3945500;2A2
;;;;3945600;2A2
;;;;3945700;2A2
;;;;3945800;2A2
;;;;3945900;2A2
;;;;3946000;2A2
;;;;3946100;2A2
;;;;3946200;2A2
;;;;3946300;2A2
;;;;3946400;2A2
;;;;3946500;2A2
;;;;3946600;2A2
;;;;3946700;2A2
;;;;3946800;2A2
;;;;3946900;2A2
;;;;3947000;2A2
;;;;3947100;2A2
;;;;3947200;2A2
;;;;3947300;2A2
;;;;3947400;2A2
;;;;3947500;2A2
;;;;3947600;2A2
;;;;3947700;2A2
;;;;3947800;2A2
;;;;3947900;2A2
;;;;3948000;2A2
;;;;3948100;2A2
;;;;3948200;2A2
;;;;3948300;2A2
;;;;3948400;2A2
;;;;3948500;2A2
;;;;3948600;2A2
;;;;3948700;2A2
;;;;3948800;2A2
;;;;3948900;2A2
;;;;3949000;2A2
;;;;3949100;2A2
;;;;3949200;2A2
;;;;3949300;2A2
;;;;3949400;2A2
;;;;3949500;2A2
;;;;3949600;2A2
;;;;3949700;2A2
;;;;3949800;2A2
;;;;3949900;2A2
;;;;3950000;2A2
;;;;3950100;2A2
;;;;3950200;2A2
;;;;3950300;2A2
;;;;3950400;2A2
;;;;3950500;2A2
;;;;3950600;2A2
;;;;3950700;2A2
;;;;3950800;2A2
;;;;3950900;2A2
;;;;3951000;2A2
;;;;3951100;2A2
;;;;3951200;2A2
;;;;3951300;2A2
;;;;3951400;2A2
;;;;3951500;2A2
;;;;3951600;2A2
;;;;3951700;2A2
;;;;3951800;2A2
;;;;3951900;2A2
;;;;3952000;2A2
;;;;3952100;2A2
;;;;3952200;2A2
;;;;3952300;2A2
;;;;3952400;2A2
;;;;3952500;2A2
;;;;3952600;2A2
;;;;3952700;2A2
;;;;3952800;2A2
;;;;3952900;2A2
;;;;3953000;2A2
;;;;3953100;2A2
;;;;3953200;2A2
;;;;3953300;2A2
;;;;3953400;2A2
;;;;3953500;2A2
;;;;3953600;2A2
;;;;3953700;2A2
;;;;3953800;2A2
;;;;3953900;2A2
;;;;3954000;2A2
;;;;3954200;2A2
;;;;3954300;2A2
;;;;3954400;2A2
;;;;3954500;2A2
;;;;3954600;2A2
;;;;3954700;2A2
;;;;3954800;2A2
;;;;3954900;2A2
;;;;3955000;2A2
;;;;3955100;2A2
;;;;3955200;2A2
;;;;3955300;2A2
;;;;3955400;2A2
;;;;3955500;2A2
;;;;3955600;2A2
;;;;3955700;2A2
;;;;3955800;2A2
;;;;3955900;2A2
;;;;3956000;2A2
;;;;3956100;2A2
;;;;3956200;2A2
;;;;3956300;2A2
;;;;3956400;2A2
;;;;3956500;2A2
;;;;3956600;2A2
;;;;3956700;2A2
;;;;3956800;2A2
;;;;3956900;2A2
;;;;3957000;2A2
;;;;3957100;2A2
;;;;3957300;2Ax
;;;;3957400;2Ax
;;;;3957500;2Ax
;;;;3957600;2Ax
;;;;3957700;2Ax
;;;;3957800;2Ax
;;;;3957900;2Ax
;;;;3958000;2Ax
;;;;3958100;2Ax
;;;;3958200;2Ax
;;;;3958300;2Ax
;;;;3958400;2Ax
;;;;3958500;2Ax
;;;;3958600;2Ax
;;;;3958700;2Ax
;;;;3958800;2Ax
;;;;3958900;2Ax
;;;;3959000;2Ax
;;;;3959100;2Ax
;;;;3959200;2Ax
;;;;3959300;2Ax
;;;;3959400;2Ax
;;;;3959500;2Ax
;;;;3959600;2Ax
;;;;3959700;2Ax
;;;;3959800;2Ax
;;;;3959900;2Ax
;;;;3960000;2Ax
;;;;3960100;2Ax
;;;;3960200;2Ax
;;;;3960300;corredor_2
;;;;3961500;2A2
;;;;3961600;2A2
;;;;3961700;3C2
;;;;3961800;corredor_2
;;;;3962300;2Ax
;;;;3962400;2Ax
;;;;3962500;2Ax
;;;;3962600;2Ax
;;;;3962700;2Ax
;;;;3962800;2Ax
;;;;3962900;2Ax
;;;;3963000;2Ax
;;;;3963100;2Ax
;;;;3963200;2Ax
;;;;3963300;2Ax
;;;;3963400;2Ax
;;;;3963500;2Ax
;;;;3963600;2Ax
;;;;3963700;2Ax
;;;;3963800;2Ax
;;;;3963900;2Ax
;;;;3964000;2Ax
;;;;3964100;2Ax
;;;;3964200;2Ax
;;;;3964300;2Ax
;;;;3964400;2Ax
;;;;3964500;2Ax
;;;;3964600;2Ax
;;;;3964700;2Ax
;;;;3964800;2Ax
;;;;3964900;2Ax
;;;;3965000;2Ax
;;;;3965100;2Ax
;;;;3965200;2Ax
;;;;3965300;2Ax
;;;;3965400;2Ax
;;;;3965500;2Ax
;;;;3965600;2Ax
;;;;3965700;2Ax
;;;;3965800;2Ax
;;;;3965900;2Ax
;;;;3966000;2Ax
;;;;3966100;2Ax
;;;;3966200;2Ax
;;;;3966300;2Ax
;;;;3966400;2Ax
;;;;3966500;2Ax
;;;;3966600;2Ax
;;;;3966700;2Ax
;;;;3966800;2Ax
;;;;3966900;2Ax
;;;;3967000;2Ax
;;;;3967100;2Ax
;;;;3967200;2Ax
;;;;3967300;2Ax
;;;;3967400;2Ax
;;;;3967500;2Ax
;;;;3967600;2Ax
;;;;3967700;2Ax
;;;;3967800;2Ax
;;;;3967900;2Ax
;;;;3968000;2Ax
;;;;3968100;corredor_1
;;;;3968100;corredor_2
;;;;3968500;3C2
;;;;3968600;3C2
;;;;3968700;2Ax
;;;;3968800;2Ax
;;;;3968900;2Ax
;;;;3969000;2Ax
;;;;3969100;2Ax
;;;;3969200;2Ax
;;;;3969300;2Ax
;;;;3969400;2Ax
;;;;3969500;2Ax
;;;;3969600;2Ax
;;;;3969700;2Ax
;;;;3969800;2Ax
;;;;3969900;2Ax
;;;;3970000;2Ax
;;;;3970100;2Ax
;;;;3970200;2Ax
;;;;3970300;4B2
;;;;3970500;corredor_2
;;;;3970500;corredor_3
;;;;3970500;corredor_3
;;;;3970600;3C2
;;;;3970700;corredor_3
;;;;3970800;corredor_3
;;;;3970900;corredor_3
;;;;3971000;corredor_3
;;;;3971100;corredor_3
;;;;3971200;corredor_3
;;;;3971300;corredor_3
;;;;3971400;corredor_3
;;;;3971500;corredor_3
;;;;3971600;corredor_3
;;;;3971700;corredor_3
;;;;3971800;corredor_3
;;;;3971900;corredor_3
;;;;3972000;corredor_3
;;;;3972100;corredor_3
;;;;3972200;corredor_3
;;;;3972300;corredor_3
;;;;3972400;corredor_3
;;;;3972500;corredor_3
;;;;3972600;corredor_3
;;;;3972700;3B2
;;;;3972800;3B2
;;;;3972900;3B2
;;;;3973000;3B2
;;;;3973100;3B2
;;;;3973200;3B2
;;;;3973300;3B2
;;;;3973500;corredor_2
;;;;3973600;corredor_2
;;;;3973700;corredor_2
;;;;3973800;corredor_2
;;;;3973900;corredor_2
;;;;3974000;corredor_2
;;;;3974100;4C2
;;;;3974200;2A2
;;;;3974300;2A2
;;;;3974400;2A2
;;;;3974500;2A2
;;;;3974600;2A2
;;;;3974700;2A2
;;;;3974800;2A2
;;;;3974900;2A2
;;;;3975000;2A2
;;;;3975100;2A2
;;;;3975200;2A2
;;;;3975300;2A2
;;;;3975400;2A2
;;;;3975500;2A2
;;;;3975600;2A2
;;;;3975700;2A2
;;;;3975800;2A2
;;;;3975900;2A2
;;;;3976000;2A2
;;;;3976100;2A2
;;;;3976200;2A2
;;;;3976300;2A2
;;;;3976400;2A2
;;;;3976500;2A2
;;;;3976600;2A2
;;;;3976700;2A2
;;;;3976800;2A2
;;;;3976900;2A2
;;;;3977000;2A2
;;;;3977100;2A2
;;;;3977200;2A2
;;;;3977300;2A2
;;;;3977400;2A2
;;;;3977500;2A2
;;;;3977600;2A2
;;;;3977700;2A2
;;;;3977800;2A2
;;;;3977900;2A2
;;;;3978000;2A2
;;;;3978100;2A2
;;;;3978200;2A2
;;;;3978300;2A2
;;;;3978400;2A2
;;;;3978500;2A2
;;;;3978600;2A2
;;;;3978700;2A2
;;;;3978800;2A2
;;;;3978900;2A2
;;;;3979000;2A2
;;;;3979100;2A2
;;;;3979200;2A2
;;;;3979300;2A2
;;;;3979400;2A2
;;;;3979500;2A2
;;;;3979600;2A2
;;;;3979700;2A2
;;;;3979800;3C2
;;;;3979900;2A2
;;;;3980000;2A2
;;;;3980100;2A2
;;;;3980200;2A2
;;;;3980300;2A2
;;;;3980400;2A2
;;;;3980500;2A2
;;;;3980600;1Ax
;;;;3980700;1Ax
;;;;3980800;1Ax
;;;;3980900;1Ax
;;;;3981000;1Ax
;;;;3981100;1Ax
;;;;3981200;1Ax
;;;;3981300;1Ax
;;;;3981400;1Ax
;;;;3981500;1Ax
;;;;3981600;1Ax
;;;;3981700;1Ax
;;;;3981800;1Ax
;;;;3981900;1Ax
;;;;3982000;1Ax
;;;;3982100;1Ax
;;;;3982300;1A3
;;;;3982300;1Ax
;;;;3982500;2A2
;;;;3982600;2A2
;;;;3983000;1Ax
;;;;3983100;4C2
;;;;3983800;corredor_2
;;;;3983800;corredor_2
;;;;3983900;corredor_2
;;;;3984000;corredor_2
;;;;3984100;corredor_2
;;;;3984200;corredor_2
;;;;3984300;corredor_2
;;;;3984400;corredor_2
;;;;3984500;corredor_2
;;;;3984600;corredor_2
;;;;3984700;corredor_2
;;;;3984800;corredor_2
;;;;3984800;corredor_2
;;;;3984900;corredor_2
;;;;3984900;corredor_2
;;;;3985000;corredor_2
;;;;3985100;corredor_2
;;;;3985200;corredor_2
;;;;3985300;corredor_2
;;;;3985400;corredor_2
;;;;3985500;corredor_2
;;;;3985600;corredor_2
;;;;3985700;corredor_2
;;;;3985800;corredor_2
;;;;3985900;corredor_2
;;;;3986000;corredor_2
;;;;3986100;corredor_2
;;;;3986200;corredor_2
;;;;3986300;corredor_2
;;;;3986400;3A2
;;;;3986500;3A2
;;;;3986600;3A2
;;;;3986700;3A2
;;;;3986800;3A2
;;;;3986900;3A2
;;;;3987000;3A2
;;;;3987100;3A2
;;;;3987200;3A2
;;;;3987300;3A2
;;;;3987400;3A2
;;;;3987500;3A2
;;;;3987600;3A2
;;;;3987700;3A2
;;;;3987800;3A2
;;;;3987900;3A2
;;;;3988000;3A2
;;;;3988100;3A2
;;;;3988200;3A2
;;;;3988300;3A2
;;;;3988400;3A2
;;;;3988500;3A2
;;;;3988600;3A2
;;;;3988700;3A2
;;;;3988800;3A2
;;;;3988900;3A2
;;;;3989000;3A2
;;;;3989100;3A2
;;;;3989200;3A2
;;;;3989300;3A2
;;;;3989400;3A2
;;;;3989500;3A2
;;;;3989600;3A2
;;;;3989700;3A2
;;;;3989800;3A2
;;;;3989900;3A2
;;;;3990000;3A2
;;;;3990100;3A2
;;;;3990200;3A2
;;;;3990300;3A2
;;;;3990400;3A2
;;;;3990500;3A2
;;;;3990600;3A2
;;;;3990700;3A2
;;;;3990800;3A2
;;;;3990900;3A2
;;;;3991000;3A2
;;;;3991100;3A2
;;;;3991200;3A2
;;;;3991300;corredor_2
;;;;3991400;corredor_2
;;;;3991500;corredor_2
;;;;3991600;corredor_2
;;;;3991700;corredor_2
;;;;3991800;corredor_3
;;;;3991900;2A2
;;;;3992000;2A2
;;;;3992100;2A2
;;;;3992200;2A2
;;;;3992500;3B2
;;;;3992600;corredor_4
;;;;3992700;corredor_4
;;;;3992800;3C2
;;;;3992900;corredor_2
;;;;3993000;corredor_2
;;;;3993100;3C2
;;;;3993200;corredor_4
;;;;3993300;2Ax
;;;;3993400;2Ax
;;;;3993500;2Ax
;;;;3993600;2Ax
;;;;3993700;2Ax
;;;;3993800;2Ax
;;;;3993900;2Ax
;;;;3994000;2Ax
;;;;3994100;2Ax
;;;;3994200;2Ax
;;;;3994300;2Ax
;;;;3994400;2Ax
;;;;3994500;2Ax
;;;;3994600;2Ax
;;;;3994700;2Ax
;;;;3994800;2Ax
;;;;3994900;2Ax
;;;;3995000;2Ax
;;;;3995100;2Ax
;;;;3995200;2Ax
;;;;3995300;2Ax
;;;;3995400;2Ax
;;;;3995500;2Ax
;;;;3995600;2Ax
;;;;3995700;2Ax
;;;;3995800;2Ax
;;;;3995900;2Ax
;;;;3996000;2Ax
;;;;3996100;2Ax
;;;;3996200;2Ax
;;;;3996300;2Ax
;;;;3996400;2Ax
;;;;3996500;4C2
;;;;3996600;2A2
;;;;3996700;2A2
;;;;3996800;corredor_2
;;;;3996900;corredor_2
;;;;3997000;corredor_2
;;;;3997100;corredor_2
;;;;3997200;2A2
;;;;3997300;2A2
;;;;3997400;2A2
;;;;3997500;2A2
;;;;3997600;2A2
;;;;3997700;2A2
;;;;3997800;corredor_2
;;;;3997800;corredor_2
;;;;3997900;2A2
;;;;3997900;2Ax
;;;;3998000;2A2
;;;;3998000;2Ax
;;;;3998100;2A2
;;;;3998100;2Ax
;;;;3998200;2A2
;;;;3998200;2Ax
;;;;3998300;2A2
;;;;3998300;2Ax
;;;;3998400;2A2
;;;;3998400;2Ax
;;;;3998500;2A2
;;;;3998500;2Ax
;;;;3998600;2A2
;;;;3998600;2Ax
;;;;3998700;2A2
;;;;3998700;2Ax
;;;;3998800;2A2
;;;;3998800;2Ax
;;;;3998900;2A2
;;;;3998900;2Ax
;;;;3999000;2A2
;;;;3999000;2Ax
;;;;3999100;2A2
;;;;3999200;2A2
;;;;3999300;2A2
;;;;3999400;2A2
;;;;3999500;corredor_2
;;;;3999600;corredor_2
;;;;3999700;corredor_2
;;;;3999700;corredor_2
;;;;3999800;corredor_2
;;;;3999900;corredor_2
;;;;4000000;corredor_2
;;;;4000100;corredor_2
;;;;4000400;corredor_2
;;;;4000500;corredor_2
;;;;4000600;corredor_2
;;;;4000700;corredor_2
;;;;4000800;corredor_2
;;;;4000900;corredor_2
;;;;4001000;corredor_2
;;;;4001000;corredor_2
;;;;4001000;corredor_2
;;;;4001000;corredor_3
;;;;4001100;3C2
;;;;4001200;1Ax
;;;;4001300;1Ax
;;;;4001400;1Ax
;;;;4001500;1Ax
;;;;4001600;1Ax
;;;;4001700;1Ax
;;;;4001800;1Ax
;;;;4001900;1Ax
;;;;4002000;1Ax
;;;;4002100;1Ax
;;;;4002200;1Ax
;;;;4002300;1Ax
;;;;4002400;1Ax
;;;;4002500;1Ax
;;;;4002600;1Ax
;;;;4002700;1Ax
;;;;4002800;1Ax
;;;;4002900;1Ax
;;;;4003000;1Ax
;;;;4003100;1Ax
;;;;4003200;1Ax
;;;;4003300;1Ax
;;;;4003400;1Ax
;;;;4003500;1Ax
;;;;4003600;1Ax
;;;;4003700;1Ax
;;;;4003800;1Ax
;;;;4003900;1Ax
;;;;4004000;1Ax
;;;;4004100;1Ax
;;;;4004200;1Ax
;;;;4004300;1Ax
;;;;4004400;1Ax
;;;;4004500;1Ax
;;;;4004600;1Ax
;;;;4004700;1Ax
;;;;4004800;1Ax
;;;;4004900;1Ax
;;;;4005000;1Ax
;;;;4005100;1Ax
;;;;4005200;1Ax
;;;;4005300;1Ax
;;;;4005400;1Ax
;;;;4005500;1Ax
;;;;4005600;1Ax
;;;;4005700;1Ax
;;;;4005800;1Ax
;;;;4005900;1Ax
;;;;4006000;1Ax
;;;;4006100;2Ax
;;;;4006200;2A2
;;;;4006300;2A2
;;;;4006800;3B2
;;;;4006900;3B2
;;;;4007000;3B2
;;;;4007100;3B2
;;;;4007200;4C2
;;;;4007300;1Ax
;;;;4007400;1Ax
;;;;4007500;1Ax
;;;;4007600;3A2
;;;;4007700;corredor_3
;;;;4007800;corredor_3
;;;;4007900;corredor_2
;;;;4008000;corredor_2
;;;;4008100;corredor_2
;;;;4008200;corredor_2
;;;;4008200;corredor_2
;;;;4008500;3F2
;;;;4008600;corredor_2
;;;;4008700;corredor_2
;;;;4008800;2A2
;;;;4008900;2A2
;;;;4009000;2A2
;;;;4009100;2A2
;;;;4009200;2A2
;;;;4009300;2A2
;;;;4009400;2A2
;;;;4009500;2A2
;;;;4009600;2A2
;;;;4009700;corredor_1
;;;;4009800;corredor_1
;;;;4009900;2Ax
;;;;4010000;2Ax
;;;;4010100;2Ax
;;;;4010200;2Ax
;;;;4010300;2Ax
;;;;4010400;2Ax
;;;;4010500;2Ax
;;;;4010600;2Ax
;;;;4010700;2Ax
;;;;4010800;2Ax
;;;;4010900;2Ax
;;;;4011000;2Ax
;;;;4011100;2Ax
;;;;4011200;2Ax
;;;;4011300;2Ax
;;;;4011400;2Ax
;;;;4011500;2Ax
;;;;4011600;2Ax
;;;;4011700;2Ax
;;;;4011800;2Ax
;;;;4011900;2Ax
;;;;4012000;2Ax
;;;;4012100;2Ax
;;;;4012200;2Ax
;;;;4012300;2Ax
;;;;4012400;2Ax
;;;;4012500;2Ax
;;;;4012600;2Ax
;;;;4012700;2Ax
;;;;4012800;2Ax
;;;;4012900;2Ax
;;;;4013000;2Ax
;;;;4013100;2Ax
;;;;4013200;2Ax
;;;;4013300;2Ax
;;;;4013400;2Ax
;;;;4013500;2Ax
;;;;4013600;2Ax
;;;;4013700;2Ax
;;;;4013800;2Ax
;;;;4013900;2Ax
;;;;4014000;2Ax
;;;;4014100;2Ax
;;;;4014200;2Ax
;;;;4014300;2Ax
;;;;4014400;2Ax
;;;;4014500;2Ax
;;;;4014600;2Ax
;;;;4014700;2Ax
;;;;4014800;2Ax
;;;;4014900;2Ax
;;;;4015000;2Ax
;;;;4015100;2Ax
;;;;4015200;2Ax
;;;;4015300;2Ax
;;;;4015400;2Ax
;;;;4015500;2Ax
;;;;4015600;2Ax
;;;;4015700;2Ax
;;;;4015800;2Ax
;;;;4015900;2Ax
;;;;4016000;2Ax
;;;;4016100;2Ax
;;;;4016200;2Ax
;;;;4016300;2Ax
;;;;4016400;2Ax
;;;;4016500;2Ax
;;;;4016600;2Ax
;;;;4016700;2Ax
;;;;4016800;2Ax
;;;;4016900;2Ax
;;;;4017000;2Ax
;;;;4017100;2Ax
;;;;4017200;2Ax
;;;;4017300;2Ax
;;;;4017400;2Ax
